,acc,bal_acc,igr,micro_roc_auc,micro_AP,num_features
0,0.5828644971502115,0.5902687371353673,0.13572860212631097,0.7840106144647748,0.6204916295415085,195.0
1,0.5992277992277992,0.6004921078040384,0.14748547463033154,0.7909056244352912,0.6386907926242896,109.0
2,0.6100569957712815,0.5952339422398405,0.1454818617193238,0.8060993508254363,0.6597012875838124,78.0
3,0.5883526383526384,0.5856658523924801,0.13203610038529456,0.7853722957482511,0.6165384973661109,55.0
4,0.5476006618863762,0.5599244997244661,0.10908025026876725,0.7603672974757799,0.5798391053271587,44.0
5,0.5897039897039896,0.581079503012881,0.1259025225447383,0.7850090290037891,0.6109744041842127,35.0
6,0.5910553410553411,0.5699405353286382,0.11892716104630655,0.7815979928367645,0.6226606065730629,27.0
7,0.6060213274498989,0.5970246424556697,0.1419465445933294,0.7960321208282362,0.6494748705038051,23.0
8,0.6086872586872587,0.6033789430161329,0.14328885213664425,0.7955399173304578,0.6483787284498048,17.0
9,0.5910277624563339,0.5794228132040357,0.13158797042419718,0.7852061975215194,0.6418142505045966,13.0
