,acc,bal_acc,igr,micro_roc_auc,micro_AP,num_features
0,0.5995269106969084,0.6050922785289015,0.1747051852752231,0.7877825164550605,0.6462673382849058,189.0
1,0.5979055318511864,0.6007666811731291,0.1676507438271218,0.7901980783387667,0.6547687143684457,136.0
2,0.5787618833745041,0.5820285737301979,0.15698209895033477,0.7840631646308567,0.643751044192801,97.0
3,0.5940744067669735,0.5977312835056962,0.16636804589020768,0.7894989881733446,0.6483370511035372,71.0
4,0.5989984280260499,0.6023203341769987,0.16761171939698802,0.7914164134221278,0.6529847600568919,57.0
5,0.6017441425256381,0.6042517709139743,0.18024821835939014,0.794297207002951,0.6593527489853204,44.0
6,0.5886039374204656,0.5931200645349739,0.16091732869939754,0.7884433777576415,0.6523506588637751,33.0
7,0.6006317838161539,0.605170453921098,0.17738568724347137,0.7928364608044179,0.6577985043414318,29.0
8,0.6093884272774909,0.6128452250930793,0.18391667809715512,0.7959677097530439,0.6638839898741807,22.0
9,0.5929650422935848,0.5966378120527509,0.16458259072988518,0.7778336259572096,0.6341196467767983,16.0
