,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.6267732267732267,0.651428103424671,0.24980018610476126,0.8333559353289622,0.7062492471155524
1,0.6785880785880786,0.6948840188542705,0.30423786890646054,0.8579476855700632,0.7454882110539115
2,0.6164502164502165,0.640895920123609,0.2124536944164146,0.8270372151990534,0.6878051812591092
3,0.6348984348984349,0.6617128244244949,0.25695716926362755,0.8332356038899494,0.7212631247615814
4,0.6396936396936398,0.6608888791097028,0.229069954561162,0.829280315643952,0.696053934448465
5,0.5284715284715285,0.5829340491697471,0.17389087104269732,0.7882720093759055,0.6489950029902181
6,0.6450882450882451,0.6654998630913962,0.24927146514067924,0.8307281213624869,0.7021405212695135
7,0.5907758907758908,0.6288105087132547,0.20238016479883636,0.8045781225101905,0.6632170834972524
8,0.6140193140193141,0.6374960394296778,0.21031891908188066,0.7799319145722743,0.6195832357586355
9,0.5595071595071595,0.6082063994993057,0.20419262232279628,0.7867810095332572,0.6280663684730088
