,train_acc,train_loss,test_acc,test_loss
0,0.4312575210589651,1.1075734739693313,0.17990373044524668,1.1255851892324595
1,0.4529181708784597,1.0580246242193074,0.33574007220216606,1.0197340570963347
2,0.46796028880866425,1.0272504458060632,0.631768953068592,0.9894660917612222
3,0.46074007220216606,1.0181532330237901,0.6143200962695547,0.9792599013218513
4,0.463748495788207,1.0135087294933887,0.38267148014440433,0.9966745915321203
5,0.4484055354993983,0.9937862604856491,0.6209386281588448,0.9699363777270684
6,0.4509626955475331,1.0133095054099193,0.42418772563176893,1.0164211220466173
7,0.4845066185318893,0.9915706738829613,0.38206979542719616,1.0078479934197206
8,0.45998796630565586,0.9965239609949864,0.4554753309265945,0.988201787838569
9,0.476835138387485,0.9728757743365489,0.3760529482551143,1.0204048592310686
10,0.4426895306859206,0.9772479244722769,0.4675090252707581,0.9894480418700439
11,0.4842057761732852,0.9762591266861329,0.36401925391095064,0.9986859181752572
12,0.4641997593261131,0.9905582421387618,0.5409145607701564,0.981916103225488
13,0.46991576413959085,0.9861141291375344,0.5186522262334536,1.00006807079682
14,0.46705776173285196,0.9923894438319482,0.6299638989169675,0.9782149986578867
15,0.45502406738868834,0.9897548586416703,0.5565583634175691,0.9840202893202121
16,0.48736462093862815,0.9805116183482684,0.5535499398315282,0.9865472179192764
17,0.4675090252707581,0.9839810964006644,0.6239470517448856,0.9702024780786954
18,0.4954873646209386,0.9845404619207749,0.5902527075812274,0.9911258507233399
19,0.45577617328519854,0.9875397217961458,0.3555956678700361,1.0097318016565764
20,0.4824007220216607,0.9849760937862672,0.6064981949458483,0.974878484239945
21,0.4881167268351384,0.9852089596768985,0.5379061371841155,0.9935724746722442
22,0.4645006016847172,0.9820636198497735,0.36883273164861613,0.9947747313059293
23,0.4730746089049338,0.9824619450821326,0.5108303249097473,0.9894367295962113
24,0.47277376654632974,0.9769121846900537,0.47653429602888087,0.9971757886501459
25,0.47728640192539107,0.9769981112331152,0.5800240673886883,0.9846848409909469
26,0.4684115523465704,0.9777371081022116,0.5776173285198556,0.9782062493837796
27,0.46826113116726836,0.9850040377619175,0.5709987966305656,0.9866160635764782
28,0.4778880866425993,0.969148122633879,0.5421179302045728,0.9763682817037289
29,0.4645006016847172,0.9852527372825605,0.5469314079422383,0.9966746121644974
30,0.47924187725631767,0.9822342902995073,0.5511432009626955,0.9792708318967086
31,0.47909145607701564,0.9725393160031393,0.6010830324909747,0.9730322578778634
32,0.47743682310469315,0.9859106430354027,0.5060168471720818,0.9849846087969266
33,0.4888688327316486,0.9664685836491677,0.6221419975932612,0.9650752200530126
34,0.5082731648616126,0.9772764855565933,0.4729241877256318,1.0128587977244303
35,0.49127557160048135,0.978416331542226,0.5818291215403129,0.991292363175979
36,0.46344765342960287,0.9722375825334054,0.5649819494584838,0.9817085793385139
37,0.4980445246690734,0.978565720984569,0.5433212996389891,0.9787339396201648
38,0.48631167268351383,0.9690231892925042,0.3008423586040915,1.0160391147320087
39,0.49293020457280384,0.9755882378667593,0.44765342960288806,0.9844196828512045
40,0.4888688327316486,0.978127849359925,0.5860409145607701,0.9780199562127774
41,0.5124849578820698,0.9715791661292315,0.4927797833935018,0.9996390445874288
42,0.4813477737665463,0.9703852714827428,0.5896510228640193,0.9789938708910575
43,0.5046630565583634,0.9793065974059013,0.36101083032490977,1.004802011526548
44,0.48074608904933813,0.9745944377321464,0.5818291215403129,0.9809641883923457
45,0.486913357400722,0.968425870514833,0.4687123947051745,0.9896780802653387
46,0.4756317689530686,0.9626739424868271,0.5944645006016848,0.9652919803674405
47,0.49654031287605294,0.9716283956972452,0.5433212996389891,0.9870380598765153
48,0.5037605294825511,0.9704026296161689,0.5884476534296029,0.9709909821932132
49,0.4915764139590854,0.9657460938279445,0.42057761732851984,1.0210778277653914
