start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
5058817,5058849,0.65,0.6,0.9,4907576,5072285,Rgs20,13468
12811482,12811725,0.36,0.52,0.56,12690277,12863192,Sulf1,51710
12860419,12860477,0.43,0.59,0.64,12690277,12863192,Sulf1,2773
14304934,14304939,0.68,0.62,0.47,14166954,14312235,Eya1,7301
14305208,14305213,0.61,0.37,0.45,14166954,14312235,Eya1,7027
14305226,14305276,0.6,0.37,0.43,14166954,14312235,Eya1,7009
16249708,16249718,0.37,0.57,0.52,16226674,16522112,Stau2,23034
16567270,16567396,0.49,0.62,0.7,16538790,16621489,Ube2w,28480
17000768,17000787,0.36,0.28,0.14,16896185,17093631,Gm28376,92863
17000768,17000787,0.36,0.28,0.14,16962560,17099889,Jph1,38208
21418152,21418470,0.54,0.66,0.75,21396403,21963942,Kcnq5,21749
21418558,21418759,0.53,0.68,0.74,21396403,21963942,Kcnq5,22155
21699180,21699187,0.35,0.55,0.51,21396403,21963942,Kcnq5,264762
24374492,24374522,0.4,0.58,0.6,24259890,24589472,Col19a1,114602
25102828,25102858,0.62,0.84,0.71,25065476,25831707,Bai3,37352
25621662,25621693,0.33,0.54,0.51,25618238,25625180,RP23-347F2.1,3424
25621662,25621693,0.33,0.54,0.51,25065476,25831707,Bai3,210045
25826365,25826369,0.57,0.79,0.66,25822390,25826719,RP23-184I13.8,354
25826365,25826369,0.57,0.79,0.66,25065476,25831707,Bai3,5342
32309339,32309431,0.58,0.75,0.78,32170714,32660568,Khdrbs2,138625
32625915,32626291,0.41,0.55,0.63,32170714,32660568,Khdrbs2,34653
33512967,33512976,0.53,0.71,0.76,33451810,33671795,Prim2,61157
33739209,33739218,0.71,0.57,0.51,33717887,33744564,Rab23,5355
33980579,33980734,0.5,0.36,0.28,33979410,33983502,Gm23792,1169
33980579,33980734,0.5,0.36,0.28,33906225,34310661,Dst,74354
33980579,33980734,0.5,0.36,0.28,33906272,34309592,AC123072.1,74307
34007492,34007555,0.58,0.43,0.26,33906225,34310661,Dst,101267
34007492,34007555,0.58,0.43,0.26,33906272,34309592,AC123072.1,101220
34154332,34154354,0.38,0.28,0.16,33906225,34310661,Dst,156329
34154332,34154354,0.38,0.28,0.16,33906272,34309592,AC123072.1,155260
36555760,36555866,0.57,0.76,0.8,36555701,36567613,D430040D24Rik,59
36555760,36555866,0.57,0.76,0.8,36546639,36560349,Sema4c,4589
36580190,36580218,0.39,0.52,0.6,36560692,36685183,Fam178b,19498
36590467,36590517,0.45,0.3,0.23,36560692,36685183,Fam178b,29775
36631529,36631593,0.75,0.63,0.53,36560692,36685183,Fam178b,53654
36635145,36635259,0.4,0.51,0.62,36560692,36685183,Fam178b,50038
36888644,36888649,0.65,0.87,0.88,36790191,36945666,Tmem131,57022
37027007,37027012,0.9,0.7,0.69,37024596,37189613,Vwa3b,2411
37037580,37037604,0.55,0.35,0.27,37024596,37189613,Vwa3b,12984
37061423,37061538,0.45,0.3,0.23,37024596,37189613,Vwa3b,36827
37319432,37319435,0.52,0.57,0.37,37297865,37412736,Inpp4a,21567
38384969,38385017,0.33,0.54,0.57,38382949,38395974,Gm16152,2020
38384969,38385017,0.33,0.54,0.57,38175326,38666955,Aff3,209643
38565737,38565803,0.32,0.56,0.47,38175326,38666955,Aff3,101218
39443403,39443449,0.6,0.79,0.82,39369492,39480755,Tbc1d8,37352
39637408,39637707,0.59,0.45,0.35,39616406,39653474,Creg2,16066
39647896,39647998,0.58,0.39,0.3,39616406,39653474,Creg2,5578
39648851,39648859,0.68,0.49,0.44,39616406,39653474,Creg2,4623
39648851,39648859,0.68,0.49,0.44,39648176,39659390,D930019O06Rik,675
39908522,39908643,0.43,0.34,0.21,39898913,40028310,Map4k4,9609
39924278,39924306,0.4,0.16,0.22,39898913,40028310,Map4k4,25365
39926740,39926966,0.61,0.43,0.39,39898913,40028310,Map4k4,27827
39931765,39931831,0.42,0.27,0.18,39898913,40028310,Map4k4,32852
39946460,39946641,0.4,0.23,0.16,39898913,40028310,Map4k4,47547
39952821,39952832,0.53,0.38,0.24,39898913,40028310,Map4k4,53908
39953001,39953014,0.34,0.14,0.12,39898913,40028310,Map4k4,54088
39973018,39973025,0.54,0.42,0.34,39898913,40028310,Map4k4,55292
39983250,39983260,0.35,0.23,0.15,39898913,40028310,Map4k4,45060
40308791,40308809,0.75,0.88,1.0,40223080,40319257,Il1r1,10466
41817053,41817075,0.57,0.7,0.77,41779808,41941560,Gm29260,37245
42629883,42630021,0.52,0.37,0.3,42588782,42696842,Pantr1,41101
42688745,42688778,0.61,0.75,0.84,42588782,42696842,Pantr1,8097
43511360,43511367,0.56,0.77,0.64,43442579,43572515,Nck2,61155
46181005,46181012,0.71,0.96,0.83,46064315,46375546,Dnah7b,116690
49324511,49324568,0.63,0.82,0.83,49242616,49342443,C230029F24Rik,17932
52462926,52462969,0.53,0.74,0.61,52455294,52502679,Nab1,7632
53257302,53257359,0.43,0.6,0.67,53187187,53299018,Pms1,41716
53925345,53925424,0.5,0.66,0.7,53804876,54197168,Hecw2,120469
54049126,54049140,0.52,0.33,0.31,53804876,54197168,Hecw2,148042
54247931,54248387,0.54,0.63,0.78,54247102,54251208,Gm25829,829
54474768,54474823,0.48,0.62,0.74,54470994,54559684,Pgap1,3774
54688844,54689143,0.46,0.6,0.68,54679729,54769524,4930444A19Rik,9115
54688844,54689143,0.46,0.6,0.68,54643340,54928387,Ankrd44,45504
54844636,54844877,0.73,0.51,0.47,54643340,54928387,Ankrd44,83751
54923801,54923827,0.53,0.35,0.28,54643340,54928387,Ankrd44,4586
55205180,55205200,0.36,0.47,0.57,55168159,55228782,Rftn2,23602
55354360,55354990,0.66,0.78,0.86,55246658,55365469,Boll,11109
55470026,55470044,0.8,0.6,0.64,55403921,55756285,Plcl1,66105
55606600,55606678,0.58,0.43,0.35,55403921,55756285,Plcl1,149685
55701924,55701967,0.52,0.32,0.29,55403921,55756285,Plcl1,54361
55734687,55734805,0.42,0.2,0.19,55403921,55756285,Plcl1,21598
58556498,58556514,0.39,0.49,0.6,58520806,58588323,Fam126b,31825
59292236,59292244,0.25,0.36,0.46,59254906,59354993,Cdk15,37330
59315298,59315520,0.71,0.6,0.48,59254906,59354993,Cdk15,39695
59485533,59485846,0.61,0.46,0.38,59480424,59488955,Fzd7,3422
