gene,stats,fdr,log2(old/young),DEG,-log10(fdr)
Xkr4,57.625087760644675,1.2547404597072327e-12,0.0119734835,0,11.901446097747723
Gm1992,56.282742372184835,2.370453693086157e-12,1.7470827,1,11.625168524223357
Mrpl15,51.741025854551225,2.055048687425677e-11,-0.4479602,-1,10.687177884527653
Lypla1,47.47810469277662,1.570911355793066e-10,-0.4048626,-1,9.803848320864601
Tcea1,59.17325073147654,5.991760809916608e-13,-0.14676812,0,12.222445531925201
Rgs20,17.466560041428515,0.0002696335351158671,0.029120883,0,3.5692260942953133
Atp6v1h,18.134909934531404,0.00019570621333087044,-0.09766445,0,3.7083953860309316
Rb1cc1,70.12602005085911,3.2236797603689372e-15,-0.34230855,-1,14.491648107441522
4732440D04Rik,23.80466826848753,1.2971629086924217e-05,0.31645212,0,4.887005478115401
St18,2.255194654804493,0.3531361307718734,-0.085511394,0,0.45205784575579433
Pcmtd1,20.29096267557074,6.993223233012428e-05,-0.16763224,0,4.155322608279411
Gm26901,24.992106358335146,7.345929477362291e-06,-0.26899853,0,5.1339532452991135
Sntg1,39.35683807074027,7.57374131196217e-09,0.12381972,0,8.120689532685748
Rrs1,18.8486072152654,0.00013935940368582896,0.3332789,0,3.855863720663823
Adhfe1,15.955801959626447,0.0005545541255081335,0.3947679,0,3.256056059501583
2610203C22Rik,4.212201604121871,0.14325133820671537,0.30010927,0,0.8439013123059298
Mybl1,6.0270266027514365,0.06145186809454794,-0.1753206,0,1.2114649103231383
Vcpip1,69.84326933869839,3.689948763363444e-15,-0.44924968,-1,14.4329796641778
1700034P13Rik,4.636133476652347,0.11762021777251362,-1.635139,0,0.929518020841876
Sgk3,61.691819572636696,1.805082330546474e-13,-0.3402536,-1,12.743502984956883
Mcmdc2,42.09583838453572,2.046707326655467e-09,-0.35908544,-1,8.688944255777175
Snhg6,8.607678934370956,0.01833117273489309,-0.061790954,0,1.7368097502041304
Ppp1r42,6.835303864111656,0.042182073186901994,0.09510224,0,1.3748720791364777
Cops5,101.00439445999211,1.3297735382282517e-21,-0.45318252,-1,20.87622231352314
Cspp1,112.34708778536503,5.9480436709322304e-24,-0.47510216,-1,23.225625851519407
Arfgef1,27.919422078084615,1.8082817442722073e-06,-0.14638767,0,5.742733902151631
Cpa6,0.16458881473317555,0.9266184117750875,0.21678877,0,0.03309907467799522
Prex2,15.084926368189722,0.000839565906989659,-0.20932597,0,3.0759452055194694
A830018L16Rik,15.886353836139303,0.0005729201668949721,0.036938902,0,3.2419058902358935
Sulf1,11.373886119438085,0.004923388035091762,-0.06668755,0,2.3077359341118715
Slco5a1,4.264735800909876,0.1398077101267257,-0.14948283,0,0.8544688774232464
Ncoa2,4.197085407854385,0.14429524748555533,-0.0059380378,0,0.84074797261259
Gm29570,10.250465705727308,0.008399039021264198,0.6290453,0,2.075770401037733
Tram1,27.087167370796163,2.690045985133246e-06,-0.044574637,0,5.570240295864165
Lactb2,54.84053766211121,4.7085726669918075e-12,-0.44167575,-1,11.32711072276365
Eya1,5.117416545223414,0.09403888420123448,-2.7065654,0,1.0266925325471157
Gm9947,5.470903448944825,0.0797029965689442,-0.30901393,0,1.098525350261444
Msc,6.986994800950097,0.039347210774404145,-1.5893983,0,1.405086048266001
Kcnb2,3.3089786183387844,0.21727346188788568,0.012702448,0,0.6629933158308099
Terf1,55.22379441131427,3.917655651840953e-12,-0.25538734,0,11.406973739621918
Sbspon,4.800022895284925,0.10894147927183917,2.1486936,0,0.9628067319155097
4930444P10Rik,30.76215277069699,4.633854944276186e-07,-1.1493485,-1,6.334057565256104
Rpl7,18.704365111012283,0.00014914741098149151,-0.3971889,0,3.82638428106297
Rdh10,32.78730973545986,1.7600439663809258e-07,-0.18723582,0,6.754476483255093
Gm28095,4.892464794868199,0.10426582492978305,3.0204437,0,0.9818580163723829
Stau2,28.650887409137315,1.2703023257393994e-06,-0.1437581,0,5.896092906780319
Gm7568,1.009514251070207,0.6279203902787494,0.67899764,0,0.2020954139925118
Ube2w,14.687679026969844,0.0010137963395674392,-0.108283594,0,2.9940492811817947
Tmem70,32.32605597277608,2.1963215552941489e-07,0.32518232,1,6.65830407612241
Ly96,8.59141373524469,0.018469787659096838,-0.3046588,0,1.7335380974678596
Gm28376,72.694617872074,9.523922618943018e-16,1.3373448,1,15.021184141858356
Jph1,0.17931466358116147,0.9205812220041716,0.13281113,0,0.03593788808113158
Gdap1,87.25668782600803,9.306102314554075e-19,-0.35436344,-1,18.03123217699059
Gm16070,7.939449238583309,0.025138170663531915,-1.4005864,0,1.599666329658822
Crispld1,4.011950359473235,0.15720370271675563,-1.6731197,0,0.8035372289676228
Gm28153,4.009333257661023,0.15731178464899745,-1.3909615,0,0.8032387419900374
Gm28756,10.329555963666804,0.008091427833192034,-1.0191855,0,2.091974834956211
Pkhd1,0.3173480274476731,0.8638517335030725,0.24050748,0,0.06356079090886936
Paqr8,48.25249149593807,1.0874472378217798e-10,-0.4398778,-1,9.963591805526189
Efhc1,6.896628900850996,0.04101157998735334,-1.4837803,0,1.387093499023386
Tmem14a,25.7035462692232,5.219548413707551e-06,0.33408776,1,5.2823670697791005
Gsta3,10.128529361437709,0.00889827806561009,0.16023183,0,2.0506940269456755
Gm28836,2.646781590307615,0.2953873624332664,0.74013764,0,0.5296080890609723
Kcnq5,27.404079319694624,2.3108028077095227e-06,0.12671518,0,5.6362371134467
Rims1,19.66388545746667,9.442335586935121e-05,0.0052272184,0,4.024920568513514
Gm29107,1.0610033979077669,0.6133713953524564,-0.43071014,0,0.21227648125580062
Ogfrl1,132.46574149228763,3.7610509422937513e-28,-0.5343742,-1,27.42469078415079
B3gat2,14.351774075613807,0.0011903596338258885,0.44607276,0,2.9243218088680147
Smap1,6.834468736633192,0.04219626248695113,0.010789814,0,1.3747260147534277
Fam135a,22.708280833096662,2.1969675023176823e-05,-0.084702305,0,4.658176367143436
Col9a1,7.24846261193258,0.03480983852920359,-2.1766026,0,1.4582979912528709
Col19a1,6.568648419142985,0.04779829659693823,0.120848835,0,1.3205875802023557
Lmbrd1,29.620291063898755,7.99987461422424e-07,-0.115543164,0,6.096916819855214
Phf3,28.441673913118535,1.4062508095794186e-06,-0.052317407,0,5.851937214520902
Ptp4a1,0.759509351810217,0.7039450407487479,0.268273,0,0.15246124630003172
Khdrbs2,19.39076721766829,0.00010753522589139063,0.061998855,0,3.9684492482666434
Gm5415,4.440193620627395,0.12882951049556746,1.8759776,0,0.8899846433629589
Prim2,50.04529106826927,4.621484316556704e-11,-0.099633425,0,10.335218516444199
Rab23,64.64929809872146,4.405604003824745e-14,-0.6639483,-1,13.355994541838603
Bag2,28.716110208794465,1.2311888458978416e-06,0.18994668,0,5.9096753277014
Zfp451,29.065953670918912,1.0421140881297487e-06,-0.11871648,0,5.982084732924294
Bend6,112.15846578542407,6.493830815845117e-24,-0.2797975,0,23.187499030262224
Dst,24.759663897612402,8.20846767746806e-06,-0.14404075,0,5.0857379075980615
Gm26788,4.315937124795262,0.136456884366417,1.4900514,0,0.8650045489136524
Ccdc115,6.601558657003151,0.04709029050536736,-0.017011125,0,1.327068630336873
Imp4,40.02958377286565,5.494470814888375e-09,-1.0453382,-1,8.260074129126002
Ptpn18,22.71290992990923,2.1921478820759598e-05,-9.0796585,0,4.6591301517372905
Amer3,16.18950930772813,0.0004959273804622949,-0.5924642,0,3.3045819133757166
