2mo,9mo,18mo,gene_name,DAR,distance
14.2120332951946,14.0057593498008,12.7043241561296,Xkr4,0.0,88623
4.26732070221248,2.593659138852,3.38356371997422,Xkr4,0.0,184435
5.38053479844183,6.09509897630219,7.85242146333641,Xkr4,0.0,195797
0.742142730819562,0.583573306241699,0.957612373577611,Xkr4,0.0,196479
28.906459365422,31.0590681877527,32.1757757522077,Xkr4,0.0,1961
10.130248275687,10.374636555408,10.278372809733,Xkr4,0.0,2642
8.53464140442497,7.39192854572819,7.66089898862088,Xkr4,0.0,1329
5.23210625227791,5.12247679923269,5.68183341656049,Xkr4,0.0,3178
1.55849973472108,0.713256263184299,0.446885774336218,RP23-34E15.5,0.0,1204
1.55849973472108,0.713256263184299,0.446885774336218,Mrpl15,0.0,7731
18.1082826319973,17.4423577087797,19.3437699462677,Mrpl15,0.0,2254
2.0408925097538,1.296829569426,1.65986144753452,Mrpl15,0.0,2818
21.1139606918165,21.2680049385864,19.5352924209833,Lypla1,0.0,1763
21.1139606918165,21.2680049385864,19.5352924209833,RP24-426M1.3,0.0,1659
2.00378537321282,1.8804028756677,1.65986144753452,Lypla1,0.0,2335
2.00378537321282,1.8804028756677,1.65986144753452,RP24-426M1.3,0.0,2231
35.0291368946833,30.5403363599823,30.9628000790094,Tcea1,0.0,1648
35.0291368946833,30.5403363599823,30.9628000790094,RP24-426M1.3,0.0,31308
5.00946343303205,4.99279384229009,4.40501691845701,Tcea1,0.0,2568
5.00946343303205,4.99279384229009,4.40501691845701,RP24-426M1.3,0.0,30388
27.199531084537,21.8515782448281,28.3453262578973,Rgs20,0.0,49635
1.85535682704891,2.7881835742659,2.61747382111214,Rgs20,0.0,49122
4.45285638491737,4.40922053604839,3.83044949431044,Npbwr1,0.0,2232
1.81824969050793,1.5561954833112,1.65986144753452,Npbwr1,0.0,2834
1.41007118855717,0.907780698598199,0.766089898862088,Npbwr1,0.0,1648
22.6724604265376,22.2406271156559,20.6205864443712,Rb1cc1,0.0,10188
22.6724604265376,22.2406271156559,20.6205864443712,4732440D04Rik,0.0,2908
7.05035594278584,4.86311088534749,5.55415176675014,Rb1cc1,0.0,10986
7.05035594278584,4.86311088534749,5.55415176675014,4732440D04Rik,0.0,2110
3.26542801560607,2.2694517464955,1.7237022724397,Rb1cc1,0.0,9659
3.26542801560607,2.2694517464955,1.7237022724397,4732440D04Rik,0.0,3437
3.30253515214705,4.79826940687619,3.4474045448794,RP23-76C20.4,0.0,2110
0.667928457737606,1.1671466124834,0.63840824905174,RP23-76C20.4,0.0,2964
10.5384267776378,7.32708706725689,7.98010311314675,St18,0.0,61875
1.22453550585228,0.907780698598199,0.446885774336218,St18,0.0,61320
49.8719915110746,45.1296690160247,42.8371935113718,Pcmtd1,0.0,1750
3.37674942522901,3.0475494881511,2.74515547092248,Pcmtd1,0.0,1082
5.38053479844183,5.57636714853179,4.6603802180777,Pcmtd1,0.0,26287
1.70692828088499,1.8804028756677,1.21297567319831,Pcmtd1,0.0,25762
16.8095328530631,12.1253564741331,12.2574383817934,Gm26983,0.0,175
16.8095328530631,12.1253564741331,12.2574383817934,Pcmtd1,0.0,37217
7.60696299090051,6.35446489018739,5.42647011693979,Pcmtd1,0.0,36565
51.0223127438449,39.0345700397225,42.19878526232,Gm26901,0.0,2117
10.8352838699656,10.8285269047071,11.1721443584055,Gm26901,0.0,2715
9.87049831990018,9.66138029222368,10.2145319848278,Gm26901,0.0,1501
9.4994269544904,8.42939220126899,8.42698888748297,Sntg1,0.0,223480
1.11321409622934,0.648414784712999,1.08529402338796,Sntg1,0.0,222975
2.0408925097538,2.7233420957946,2.36211052149144,Gm23358,0.0,607
2.0408925097538,2.7233420957946,2.36211052149144,Sntg1,0.0,227747
3.15410660598314,2.9827080096798,2.55363299620696,Gm15452,0.0,996
3.15410660598314,2.9827080096798,2.55363299620696,Sntg1,0.0,431444
1.15032123277032,0.583573306241699,1.02145319848278,RP23-397E23.1,0.0,1127
1.15032123277032,0.583573306241699,1.02145319848278,Gm24276,0.0,1335
1.15032123277032,0.583573306241699,1.02145319848278,Sntg1,0.0,457437
24.4907101170456,23.1484078142541,26.2385790360265,Sntg1,0.0,2352
11.6145337373262,12.319880909547,12.3212792066986,Sntg1,0.0,3237
4.37864211183542,5.51152567006049,5.36262929203462,Sntg1,0.0,3758
17.4403541742597,10.8285269047071,12.2574383817934,3110035E14Rik,0.0,1792
17.4403541742597,10.8285269047071,12.2574383817934,2610203C22Rik,0.0,32184
4.37864211183542,2.8530250527372,3.31972289506905,3110035E14Rik,0.0,2480
4.37864211183542,2.8530250527372,3.31972289506905,2610203C22Rik,0.0,31496
10.4642125045558,6.35446489018739,9.95916868520715,3110035E14Rik,0.0,10002
10.4642125045558,6.35446489018739,9.95916868520715,2610203C22Rik,0.0,23974
11.800069420031,11.5417831678914,10.1506911599227,3110035E14Rik,0.0,13065
11.800069420031,11.5417831678914,10.1506911599227,2610203C22Rik,0.0,17097
21.7076748764722,16.2752110962963,19.4714515960781,2610203C22Rik,0.0,3269
2.78303524057336,2.2694517464955,1.65986144753452,2610203C22Rik,0.0,3939
21.5592463303083,20.4250657184595,16.9816594247763,Mybl1,0.0,1986
3.04278519636021,2.2694517464955,3.1920412452587,Mybl1,0.0,1425
2.0408925097538,1.8155613971964,2.68131464601731,Mybl1,0.0,2487
38.0719220910435,29.5677141829128,32.0480941023974,Vcpip1,0.0,2126
38.0719220910435,29.5677141829128,32.0480941023974,1700034P13Rik,0.0,2608
