gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio
0610005C13Rik,0.05684285462053623,-0.02426715997957621,0.03257569464096002
0610006L08Rik,-0.02682715446477632,0.024200912461302654,-0.0026262420034736667
0610009B22Rik,0.10107488872375503,-0.07720944578163519,0.02386544294211984
0610009E02Rik,0.04401487195899517,0.037965105025992596,0.08197997698498777
0610009L18Rik,0.1544508974715213,0.0023325490248966574,0.15678344649641796
0610010F05Rik,0.020145584797846117,0.012705533695543123,0.03285111849338924
0610010K14Rik,0.10805560877573472,-0.08278780728413315,0.02526780149160157
0610012D04Rik,0.04164290243116253,-0.030860111025072745,0.010782791406089787
0610012G03Rik,0.012573579150776615,-0.012267172261347437,0.00030640688942917826
0610025J13Rik,0.07594414979336932,-0.013700471087177132,0.062243678706192185
0610030E20Rik,0.03654970086013942,-0.02326677835687252,0.013282922503266903
0610031O16Rik,-0.014543219735073054,0.003189404047312161,-0.011353815687760893
0610033M10Rik,-0.0007338964810925386,0.013587123346466862,0.012853226865374323
0610038B21Rik,0.11261504904825159,-0.03500612446946344,0.07760892457878815
0610040B10Rik,0.02680420037097786,-0.009620825273565892,0.017183375097411968
0610040F04Rik,0.015754330871848472,-0.010325648392570335,0.005428682479278137
0610040J01Rik,0.028356139703465996,-0.01610912478370906,0.012247014919756938
0610043K17Rik,-0.024991417902166413,0.03075157121494332,0.0057601533127769056
0710001A04Rik,0.1786760128857665,-0.04973263546353457,0.12894337742223194
1010001N08Rik,0.003916560737332875,0.021220584804844678,0.025137145542177552
1100001I12Rik,0.0007655718655008165,-0.004657546320187098,-0.003891974454686281
1110002E22Rik,-0.00665985525465608,0.003858883785001599,-0.0028009714696544813
1110002J07Rik,0.08671102781937051,-0.060242341129424726,0.026468686689945786
1110002L01Rik,0.0512540235117781,-0.023433586258736927,0.027820437253041175
1110002O04Rik,0.04147662544769215,0.00381525305238703,0.04529187850007918
1110004F10Rik,0.02091723532703288,-0.02922170701288246,-0.00830447168584958
1110008L16Rik,-0.009528504963974352,0.012439377610110117,0.002910872646135765
1110008P14Rik,0.09072640259316572,-0.03064738492687552,0.0600790176662902
1110012L19Rik,0.04336486365062758,-0.0666031349200038,-0.02323827126937622
1110015O18Rik,-0.019038688691336368,0.016018402954137416,-0.003020285737198952
1110017D15Rik,0.08027253087222297,-0.026290927560810473,0.053981603311412496
1110018N20Rik,0.007861297837602477,0.0018313000819979997,0.009692597919600476
1110019B22Rik,-0.010147754552259525,0.009708361019226536,-0.000439393533032989
1110019D14Rik,-0.02132235171879182,0.013834603322831873,-0.007487748395959948
1110020A21Rik,0.024568860385507672,-0.01800609249736969,0.006562767888137984
1110028F11Rik,0.0077343121521797065,-0.018607047200286442,-0.010872735048106735
1110028F18Rik,-0.015150549002243385,0.0032219256938462726,-0.011928623308397113
1110032A03Rik,0.0286546599589097,0.011699092027695701,0.0403537519866054
1110032F04Rik,0.17220803347297853,-0.10045049308102916,0.07175754039194937
1110035H17Rik,0.073902005240851,-0.00858160011072684,0.06532040513012416
1110036E04Rik,-0.004466206649583929,0.022198764700547297,0.017732558050963368
1110038B12Rik,0.13946714323848575,-0.08775958663482752,0.05170755660365822
1110038F14Rik,0.13766124410311492,-0.07446505099630946,0.06319619310680546
1110046J04Rik,-0.025570867493752925,0.021857797927191835,-0.003713069566561089
1110051M20Rik,0.001628073588810227,-0.006881147438480992,-0.005253073849670765
1110059E24Rik,0.029329266498165904,-0.02096585425567943,0.008363412242486472
1110059G10Rik,0.0932230511396509,-0.06634206301399831,0.026880988125652594
1110065P20Rik,0.16729639798604956,-0.035084562827947696,0.13221183515810186
1190001M18Rik,-0.007184361862925676,-0.003963722297766564,-0.01114808416069224
1190005I06Rik,0.04340740813204433,-0.0018145747879157043,0.041592833344128624
1190007I07Rik,0.08021705590942757,-0.0818852941586457,-0.0016682382492181347
1190028D05Rik,-0.02576777160061608,0.025604120048284967,-0.00016365155233111217
1200007C13Rik,0.004228042438827795,0.0005140086057460469,0.004742051044573842
1300002E11Rik,-0.00894591056731038,0.030165130250870885,0.021219219683560504
1300014J16Rik,0.11672421092137619,-0.15390224651317475,-0.03717803559179855
1300017J02Rik,-0.004259027450859196,0.00781830101361794,0.003559273562758744
1500002C15Rik,0.0647008479436314,-0.07544383941147959,-0.010742991467848184
1500002F19Rik,0.07012329258996491,-0.04113390058983549,0.028989392000129427
1500004A13Rik,0.06530491945923705,-0.020117089880123895,0.04518782957911316
1500005C15Rik,-0.004041816541307461,-0.032968880624835065,-0.037010697166142525
1500009C09Rik,0.014048067519626034,-0.0012949860915647815,0.012753081428061253
1500009L16Rik,-0.012422920814747218,-0.007047122285016125,-0.019470043099763343
1500011B03Rik,0.06148809796504634,-0.01591912177335003,0.04556897619169631
1500012K07Rik,0.05363340168355585,-0.056264467352847736,-0.0026310656692918877
1500015A07Rik,0.0008546645979812806,0.07819371719621826,0.07904838179419954
1500015L24Rik,-0.02504383615552308,0.005499118719409779,-0.0195447174361133
1500015O10Rik,0.003667251287984147,-0.0017040490447481904,0.0019632022432359564
1500026H17Rik,0.08767614273948851,-0.044141586121405896,0.043534556618082615
1500035N22Rik,0.08207049596480842,-0.021267288669608253,0.06080320729520017
1520401A03Rik,-0.0007797407942749801,8.35434768173271e-06,-0.0007713864465932474
1600002D24Rik,-0.002455621620255949,-0.000508948291771838,-0.002964569912027787
1600002K03Rik,0.06470799740903363,-0.06021552673205241,0.0044924706769812195
1600010M07Rik,0.05688618962087688,-0.0510862199609029,0.00579996965997398
1600012H06Rik,0.15107348151824473,-0.0830239951395656,0.06804948637867914
1600012P17Rik,-0.013126462522394355,-0.0010443116663707563,-0.014170774188765112
1600014C10Rik,0.07868721829991188,-0.02200964810620648,0.056677570193705396
1600015I10Rik,-0.027435518842031992,0.01958582633768491,-0.007849692504347083
1600019K03Rik,0.015547855471242052,-0.03094000422051852,-0.015392148749276469
1600020E01Rik,-0.00176730280611187,0.018993110792257573,0.017225807986145703
1600022D10Rik,0.03159593764683705,-0.032575514586984655,-0.0009795769401476084
1600023N17Rik,0.08105376677011955,-0.1283444343953728,-0.047290667625253247
1600025M17Rik,0.010409160752119187,-0.018162387833451824,-0.0077532270813326365
1600027J07Rik,0.008606547520212657,0.013022401110047661,0.021628948630260318
1600029O15Rik,0.204442348407879,-0.11858172343837037,0.08586062496950864
1700001C02Rik,0.07809207719580244,-0.05203024492175915,0.02606183227404329
1700001C19Rik,0.015210932377213146,-0.005013913987666679,0.010197018389546467
1700001D01Rik,0.05754926091869129,-0.017014144683677904,0.04053511623501338
1700001F09Rik,-0.007401836224324054,-0.011444795153207815,-0.01884663137753187
1700001G01Rik,-0.028742929919689797,0.015088257502012203,-0.013654672417677594
1700001G11Rik,-0.03085836126300112,0.04875531194549021,0.017896950682489088
1700001J03Rik,-0.026656431177797424,0.008281248151604165,-0.01837518302619326
1700001J04Rik,-0.022809554130619657,0.02968639547353486,0.006876841342915205
1700001J11Rik,-0.017056704120584493,0.00047618034251170616,-0.016580523778072787
1700001K19Rik,0.0005995897517561133,0.009226606711934107,0.00982619646369022
1700001K23Rik,0.005029898647865086,-0.010313314598578427,-0.005283415950713341
1700001L05Rik,-0.02303942381741933,0.04028181895074444,0.01724239513332511
1700001L19Rik,-0.035585493759448306,0.010290865457260268,-0.025294628302188038
1700001N15Rik,-0.012221962066964326,0.007350046548059458,-0.004871915518904868
1700001O22Rik,0.10235374522810803,-0.06303660371841219,0.03931714150969584
1700001P01Rik,0.007956191444182057,-0.00794844403342931,7.747410752746708e-06
1700003C15Rik,0.006425576265738878,-0.012047845454454142,-0.005622269188715265
1700003D09Rik,0.09511668320290773,-0.05260681780221277,0.04250986540069496
1700003E16Rik,0.07375621821944467,-0.026951350523739093,0.046804867695705576
1700003F12Rik,0.0358353761670922,-0.03643048943615004,-0.0005951132690578398
1700003G18Rik,0.02117636625934713,-0.0225867234000848,-0.0014103571407376725
1700003H04Rik,-0.023659734338485117,0.017710387262283078,-0.005949347076202038
1700003I16Rik,-0.030180066345498108,0.01737452335286474,-0.012805542992633367
1700003I22Rik,-0.022614421228756898,0.002488961312662491,-0.020125459916094407
1700003L19Rik,-0.026564412557406658,0.019799247639180645,-0.006765164918226013
1700003M07Rik,0.024028666311241897,-0.0048434825382817626,0.019185183772960135
1700003P14Rik,-0.01567423693047687,0.015364678289519818,-0.00030955864095705277
1700006A11Rik,-0.02477344714487245,0.01236795787172118,-0.012405489273151271
1700006F04Rik,-0.017321976245237805,0.022921826892106506,0.005599850646868701
1700006H21Rik,0.002697756530160869,-0.007540914224878167,-0.004843157694717298
1700006J14Rik,0.027571595026964435,0.03271138640022428,0.060282981427188714
1700007E05Rik,-0.03009234188341786,0.026094319634948016,-0.003998022248469846
1700007F19Rik,0.06606354595232322,-0.029674276749706765,0.03638926920261645
1700007H22Rik,-0.05222258061905122,0.024581624404776403,-0.027640956214274814
1700007J10Rik,0.03854799629478452,-0.0012744764329200118,0.03727351986186451
1700007K13Rik,0.08169444259306063,0.007043164895913556,0.08873760748897419
1700007M16Rik,0.009129894526120487,0.009643288853962276,0.018773183380082763
1700007P06Rik,-0.021878459220938645,-0.012627202947778193,-0.03450566216871684
1700008C04Rik,-0.001418318876945282,0.002340434077278117,0.0009221152003328348
1700008H02Rik,-0.018681322146808094,0.005782725504752284,-0.01289859664205581
1700008J07Rik,0.08574244751715399,-0.052158344353709696,0.03358410316344429
1700008K24Rik,-0.02472900532381088,-0.008348629990527476,-0.033077635314338355
1700008O03Rik,0.06252557890030314,-0.04730975606457172,0.015215822835731418
1700008P02Rik,0.024719349744478827,-0.014547594431273736,0.010171755313205091
1700009C05Rik,-0.0029683302978765758,0.0009683455743909608,-0.001999984723485615
1700009J07Rik,-0.034778854261719755,0.024757430989625878,-0.010021423272093877
1700009N14Rik,-0.005059777774176599,0.011075724357752365,0.006015946583575765
1700010B08Rik,-0.011539319069071241,-0.00717530711429612,-0.01871462618336736
1700010B13Rik,0.02631153535345515,0.03085456899409622,0.05716610434755137
1700010G06Rik,0.04293283519796409,9.651543311400834e-05,0.0430293506310781
1700010H22Rik,0.01859776061699739,0.005567509292298392,0.02416526990929578
1700010I02Rik,0.00032752858825613185,-0.00236540363777471,-0.0020378750495185782
1700010I14Rik,0.022972698920610282,0.0066203958603991975,0.02959309478100948
1700010J16Rik,-0.029991087734613203,0.0149063240989106,-0.015084763635702603
1700010K23Rik,0.041493997026852754,-0.02444102689332754,0.017052970133525212
1700010K24Rik,0.02804998906740519,-0.0485347207353512,-0.02048473166794601
1700010L04Rik,-0.003889264083841215,0.006086576195689308,0.002197312111848093
1700010N08Rik,-0.025489609560232954,-0.0024272022997621906,-0.027916811859995144
1700011B04Rik,-0.006649079048947022,0.020131263676575077,0.013482184627628055
1700011C11Rik,-0.037870209877902405,0.019657104733436126,-0.01821310514446628
1700011L03Rik,0.011721580257848509,-0.03219115567329146,-0.02046957541544295
1700011L22Rik,0.021836968442841165,-0.009798278500489255,0.01203868994235191
1700012A03Rik,-0.0051901834671173,-0.0012726178281749056,-0.006462801295292205
1700012B07Rik,0.00027509083038415594,0.00820474357012932,0.008479834400513475
1700012B09Rik,0.02948401344718489,-0.02246520324338419,0.007018810203800699
1700012C14Rik,0.06246619253997304,-0.010264075943302808,0.052202116596670234
1700012D14Rik,0.09346508146837751,-0.0323677996201599,0.06109728184821761
