gene_name,rel_pos,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,count
0610040F04Rik,0.969395301211673,-0.6949269365787565,0.001352046226066328,-0.6935748903526902,1
1700007G11Rik,0.9431315522205155,0.2740814441548559,0.1376432046918078,0.4117246488466637,1
1700011I03Rik,0.5296966987107832,-1.2710710856852765,0.08552565052750682,-1.1855454351577697,1
1700028K03Rik,0.7426670958051711,1.2087277059600163,0.36118655947871514,1.5699142654387315,1
2210420H20Rik,0.4851218369259606,-0.2630669823249443,0.22485544545329716,-0.038211536871647134,1
2610307P16Rik,0.14513973919075576,-0.8922300423997502,-0.10740040803295636,-0.9996304504327066,1
2700099C18Rik,0.055628272251308904,-0.6468301272691281,-0.05893564959767694,-0.7057657768668051,1
2810459M11Rik,0.31722209961009346,0.1702928314126011,0.27878257614157675,0.44907540755417785,1
2900026A02Rik,0.9346398775731846,0.19191315677539889,0.28117472261512866,0.47308787939052754,1
2900079G21Rik,0.02543658553030814,-0.5201842535465748,-0.009489848759578035,-0.5296741023061529,1
3110007F17Rik,0.01942889137737962,-0.5458980714215174,-0.23319136794568562,-0.779089439367203,1
3110039M20Rik,0.035750675021651634,-0.7770398092797691,-0.07537095568482795,-0.852410764964597,3
3632451O06Rik,0.7203821475482646,-0.0010821833808321024,0.6611782047902877,0.6600960214094556,1
4921507G05Rik,0.8860516605166051,-0.6245449923328628,0.12247757609933618,-0.5020674162335266,1
4930477E14Rik,0.5810032894736842,-1.068930121737128,0.10031999035824057,-0.9686101313788875,1
4930483K19Rik,0.04848931466470155,0.8404399106485222,0.01783397519999741,0.8582738858485196,1
4930506C21Rik,0.7827668785115593,0.5217654919374817,-0.07791464465208442,0.44385084728539725,1
4930539J05Rik,0.6005266418835192,-0.7141707656307821,0.007011172221054629,-0.7071595934097274,1
4930540M05Rik,0.7868305698494378,0.09671163056588616,0.19931848736392999,0.29603011792981615,1
4930555F03Rik,0.6369083516526273,-0.9756968649107024,-0.13052927080778498,-1.1062261357184875,1
4930556G22Rik,0.3611346316680779,-0.5816443907848088,-0.4264579365718742,-1.008102327356683,1
4930583I09Rik,0.7042925278219396,0.8775810812165201,-0.3321521022373266,0.5454289789791935,1
4932441J04Rik,0.9575977004782019,-0.7706387857532242,0.0741020797602907,-0.6965367059929335,1
4933400C23Rik,0.19369035317002006,-0.9637680819045338,0.17917316279910356,-0.7845949191054302,1
4933406P04Rik,0.6278507256392536,-0.48683756691285396,-0.04798247212124718,-0.5348200390341011,1
4933407K13Rik,0.4645360791361083,1.9417720895529502,-0.3037947987894609,1.637977290763489,1
4933417E11Rik,0.9165487977369166,-0.5816443907848088,-0.4264579365718742,-1.008102327356683,1
4933426M11Rik,0.01803817603393425,-0.3653513101818131,-0.0847260566254775,-0.4500773668072906,1
5730419F03Rik,0.6345727120203496,-0.8808594135837842,-0.09221272377340162,-0.9730721373571858,1
5730522E02Rik,0.5620751633986928,-0.587475508841033,-0.13111883505111976,-0.7185943438921527,2
8030423F21Rik,0.8333225535217644,-0.369326425198083,-0.1711832987969233,-0.5405097239950063,1
8030451A03Rik,0.9457344746366404,-0.46713887848306856,-0.48799726196418103,-0.9551361404472496,1
9030617O03Rik,0.3738913858906641,0.31085320956771495,0.13675193940813993,0.44760514897585485,3
9530036O11Rik,0.4604030259254859,-0.7745179530474879,-0.03204833280509661,-0.8065662858525846,2
9830147E19Rik,0.9408018995197237,-0.8028602680561578,-0.19257968229127553,-0.9954399503474334,1
A230052G05Rik,0.26710046024440565,0.8826682206064054,0.17422258736190344,1.0568908079683088,1
A330008L17Rik,0.41877548348483146,-0.7322617273270569,-0.06255488223590655,-0.7948166095629634,2
A530072M11Rik,0.013994251519577816,-0.7289124524137991,-0.021036696583840886,-0.74994914899764,1
A630023P12Rik,0.6330610347346749,1.013438934923429,0.2148780341131804,1.2283169690366094,1
A830010M20Rik,0.5294549290284115,1.2087277059600163,0.36118655947871514,1.5699142654387315,1
A830031A19Rik,0.918502275823117,-0.045036924322833016,-0.06506058085677768,-0.1100975051796107,1
A930033H14Rik,0.6298391494002181,-0.5251466166349753,0.009803047372960672,-0.5153435692620146,2
AC102815.1,0.7563793933558016,-0.731654705362383,-0.001224009112346991,-0.73287871447473,1
AC123072.1,0.7789224437171477,-0.5286853046444633,-0.226687536617298,-0.7553728412617613,1
AI504432,0.22055935891312423,-0.5338359356241393,-0.5237369160184837,-1.057572851642623,1
AI854703,0.41647597254004576,0.2976418881548759,0.01614771112251079,0.3137895992773867,1
AU040320,0.8464978510860727,0.6956154904345965,0.07965065342536137,0.7752661438599578,1
AW549877,0.8793745766538722,-0.44646166387980735,-0.12025556720169828,-0.5667172310815056,1
AW551984,0.7854524682248775,0.1784220561852381,-0.34620252294402554,-0.16778046675878744,1
Abca4,0.16237877637553896,0.5186954703249134,-0.1655958772394599,0.35309959308545347,1
Abhd13,0.09681266261925411,0.14306532824014528,0.19357039244662788,0.33663572068677317,1
Ablim1,0.4629192203671738,-0.5607263521301242,0.15067955128974564,-0.4100468008403786,1
Ablim2,0.44445546291564003,0.17986353185661041,0.10559734436213342,0.28546087621874383,1
Aco1,0.033734411124424116,-0.5800802391112754,-0.043190827096051265,-0.6232710662073266,1
Acss3,0.5663589272286741,-0.8054164761386011,0.05525344263565124,-0.7501630335029499,1
Actl6a,0.16072948328267478,-0.5658277545040367,-0.14189010341470265,-0.7077178579187393,1
Actr1b,0.2956962773291314,1.6636771768629368,-0.15419223781509173,1.509484939047845,1
Adamts1,0.8368207135330423,-0.34324367669567524,-0.2410244221232265,-0.5842680988189017,1
Adamts3,0.9894516447846066,-0.5704254888779192,0.1126617804681973,-0.4577637084097219,1
Adamtsl1,0.5205458821042619,-0.49677895375465053,-0.7298721052563738,-1.2266510590110242,1
Adarb2,0.18220119639012355,-1.0137900361083605,0.08155018634165234,-0.9322398497667082,1
Adcyap1r1,0.043087165485385145,-0.2183300787275304,-0.3397463033919532,-0.5580763821194836,1
Add1,0.6748770832003065,0.07719423542222037,0.201194592118906,0.27838882754112637,1
Adss,0.9430344350049269,-0.49869192879319524,0.011874730164859848,-0.4868171986283354,1
Agpat9,0.7406820122323093,0.7900867291484015,-0.329539146393534,0.4605475827548675,1
Agrp,0.6464421982729768,0.3005712569323178,0.32607644554101967,0.6266477024733375,1
Agtpbp1,0.6709499606271029,0.5404910702050129,0.424347908578692,0.9648389787837048,1
Ahr,0.945864991233197,-0.56927605606894,-0.06265558441570729,-0.6319316404846473,1
Aig1,0.18163912077405875,1.2017247541194238,0.054964001331947454,1.2566887554513713,1
Aim2,0.15152608655516486,-0.49782102159885033,-0.11303945606878196,-0.6108604776676323,1
Ak5,0.6961758031768781,0.07325230319548304,-0.36749377821967455,-0.2942414750241915,1
Ak9,0.26785528486704224,1.6214550443664029,0.04251745470303636,1.6639724990694393,1
Akap6,0.5307528882958177,-0.6093258045740004,-0.17117658157388638,-0.7805023861478868,1
Akt3,0.9917193243299054,-0.369227419222093,-0.19465362464294467,-0.5638810438650377,1
Aldh8a1,0.8740448184081738,0.9218269961699426,-0.02715607309562698,0.8946709230743155,1
Amn1,0.0015183466891606917,1.0097519491739047,-0.3763677695992378,0.6333841795746668,1
Amz2,0.051900087472057536,-0.4548323182938825,-0.010992070964282341,-0.46582438925816483,1
Ank2,0.6101567429377996,-0.7077321521017603,-0.12253913507484204,-0.8302712871766024,2
Ank3,0.681384703797326,0.907357468837384,-0.17311859526307738,0.7342388735743066,1
Ankrd6,0.2705528957733777,0.8502737352245299,-0.298918799056614,0.5513549361679159,1
Anks1b,0.47959622790908785,0.12873818165916906,-0.5802428995670942,-0.4515047179079251,1
Anln,0.7549038585623952,0.40015377681750763,-0.05735972553917379,0.34279405127833384,1
Ano3,0.7332461414243866,-0.7063030782390672,-0.13598472493828773,-0.842287803177355,2
Ano4,0.4747903784194833,-0.5308164320620044,-0.4992245173737034,-1.0300409494357077,1
Ap2b1,0.010698930106989302,-0.24229238346441817,-0.10696227621931587,-0.34925465968373404,1
Ap3s1,0.22245742690279535,0.6387966925111906,0.2849669685942935,0.9237636611054841,1
Aph1b,0.9076910408432147,-0.4267747939859481,-0.0666297493504131,-0.4934045433363612,1
Aplp2,0.4341815327960397,0.2489354055836439,0.039778448428362534,0.28871385401200644,1
App,0.4487541822123287,0.6197419690846198,-0.15424606380042594,0.4654959052841938,1
Arf3,0.15348224242219444,0.9948113784146282,0.003209779258379397,0.9980211576730076,1
Arhgap15,0.28346149534116893,-0.5110822108857267,-0.22728957866417782,-0.7383717895499046,2
Arhgap26,0.3323820224719101,0.7910579903583734,-0.03629738652287162,0.7547606038355018,2
Arhgap44,0.8302591528116322,-0.400620107680846,-0.32411478316784437,-0.7247348908486904,1
Arhgef17,0.2819393209365354,0.3612802930560939,0.47046261568952086,0.8317429087456147,1
Arl14ep,0.8595332452664025,-0.5852078667778962,-0.05714305724801472,-0.6423509240259109,1
